"Title","Release.Year","Locations","Fun.Facts","Production.Company","Distributor","Director","Writer","Actor.1","Actor.2","Actor.3","lon","lat"
"Looking Season 2 ep 206",2015,"1890 Clay Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4238729,37.7922528
"Dr. Dolittle 2",2001,"Hyde Street & Lombard Street","","Twentieth Century Fox Film Corp.","Twentieth Century Fox Film Corp.","Steve Carr","Larry Levin","Eddie Murphy","Kristen Wilson","",-122.4179707,37.7937507
"By Hook or By Crook",2001,"Department of Public Health (101 Grove Street at Polk, Civic Center)","","Steakhaus Productions","Artistic License","Harriet Dodge & Silas Howard","Harriet Dodge & Silas Howard","Silas Howard","","",-122.4186919,37.7781066
"The Dead Pool",1988,"Folsom & Essex Streets","","Warner Bros. Pictures","Warner Bros. Pictures","Buddy Van Horn","Harry Julian Fink","Clint Eastwood","Liam Neeson","Patricia Clarkson",-121.1760583,38.6779591
"Murder in the First, Season 2",2015,"Treasure Island","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.370648,37.8235515
"Woman on the Run",1950,"1801 Laguna at Bush","","Fidelity Pictures Corporation","Universal Pictures","Norman Foster","Norman Foster","Ann Sheridan","Dennis O'Keefe","Robert Keith",-122.428671,37.7877728
"God is a Communist?* (show me heart universe)",2010,"Sacramento & Washington Streets","","Trismegistus Productions","","Jon Poznanter","Jon Poznanter","John Wynn","","",-121.4943996,38.5815719
"Chance Season 2",2017,"Filbert St at Stockton St","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.4093961,37.8013784
"Vertigo",1958,"Park Hill Sanatorium (351 Buena Vista Avenue East)","This location is now a condominium complex.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.4400432,37.7673037
"A View to a Kill",1985,"Port of San Francisco","","Metro-Goldwyn Mayer","MGM/UA Entertainment Company","John Glen","Richard Maibaum","Roger Moore","Christopher Walken","Tanya Roberts",-122.3949006,37.7965305
"Gentleman Jim",1942,"The Barbary Coast","The Barbary Coast was a red-light district that was largely destroyed in the 1906 earthquake. Though some of the establishments were rebuilt after the earthquake, an anti-vice campaign put the establishments out of business.","Warner Bros. Pictures","Warner Bros. Pictures","Raoul Walsh","Vincent Lawrence","Errol Flynn","Alexis Smith","Jack Carson",-122.4078286,37.781907
"The Game",1997,"301 Howard Street","","Polygram Filmed Entertainment","Polygram Filmed Entertainment","David Fincher","John Brancato","Michael Douglas","Sean Penn","Deborah Kara Unger",-122.3942999,37.7897
"Looking",2014,"Golden Gate Bridge","","Mission Street Productions, LLC","Home Box Office (HBO)","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie J. Alvarez","Murray Bartlett",-122.4782551,37.8199286
"Chance- Season 1 ep110",2016,"1 Urbano","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.463509,37.7244488
"Dopamine",2003,"South Park (Between 2nd and 3rd Streets, Brannan and Bryant Streets)","","Kontent Films","Sundance Channel Home Entertainment","Mark Decena","Mark Decena & Timothy Breitbach","John Livingston","Sabrina Lloyd","",-122.3981053,37.7770631
"Just Like Heaven",2005,"","","DreamWorks SKG","DreamWorks Distribution","Mark Waters","Peter Tolan","Reese Witherspoon","Mark Ruffalo","",-122.4194155,37.7749295
"Time After Time",1979,"Lombard & Laguna Streets (Marina District)","","Orion Pictures Corp.","Columbia Broadcasting System (CBS)","Nicholas Meyer","Karl Alexander","Malcolm McDowell","Mary Steenburgen","David Warner",-88.0078435,41.8800296
"Smile Again, Jenny Lee",2015,"New Taraval Café (1054 Taraval St.)","","Carlo Caldana/Marguery Films","","Carlo Caldana","Linda Demetrick","Craig Tsuyumine","Puneet Prasad","Larry Kitagawa",-122.4777317,37.743087
"It Came From Beneath the Sea",1955,"Hunters Point","With 23 miles of ladders and 300,000 rivets in each tower, the Golden Gate Bridge was the world's longest span when it opened in 1937.","Clover Productions","Columbia Pictures","Robert Gordon","George Worthing Yates","Kenneth Tobey","Faith Domergue","Donald Curtis",-122.384424,37.730416
"Venom",2018,"Larkin St btwn Post and Geary","","L.O.Z. Productions, Inc.","Columbia Pictures, Sony Pictures Releasing","Ruben Fleischer","Jeff Pinkner, Scott Rosenberg","Tom Hardy","Michelle Wiliams","Riz Ahmed",-122.4186414,37.7861255
"Chance Season 2",2017,"Heron @ Berwick (off 8th and Harrison St)","","TVM Productions Inc.","Hulu","Rozann Dawson","Alexandra Cunningham","Hugh Laurie","Greta Lee","Ethan Suplee",-122.408348,37.7747933
"Looking Season 2 ep 209",2015,"1890 Clay Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.4238729,37.7922528
"Dirty Harry",1971,"Dante Building (1606 Stockton Street at Union)","","The Malpaso Company","Warner Brothers","Don Siegel","Harry Julian Fink","Clint Eastwood","Harry Guardino","",-122.4090945,37.8006416
"The Diary of a Teenage Girl",2015,"700 Kansas St.","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",-122.403488,37.7607559
"The Conversation",1974,"Financial District","","American Zoetrope","Paramount Pictures","Francis Ford Coppola","Francis Ford Coppola","Gene Hackman","John Cazale","Allen Garfield",-122.3999445,37.7945742
"Twisted",2004,"La Bodega (1332 Grant Avenue at Vallejo)","","Paramount Pictures","Paramount Pictures","Philip Kaufman","Sarah Thorp","Ashley Judd","Samuel L. Jackson","",-122.4183555,37.7530772
"Bitter Melon",2018,"3189 16th St","","Bitter Melon Film LLC/Mammoth Pictures","ABS-CBN, Gravitas Ventures","H.P. Mendoza","H.P. Mendoza","Jon Norman Schneider","Patrick Epino","Brian Rivera",-122.4237983,37.7646471
"San Andreas",2015,"Jefferson St. at Powell St.","","Upside Down Productions, Inc.","Warner Bros.","Brad Peyton","Allan Loeb","Dwayne Johnson","","",-122.4125358,37.8085974
"Nine Months",1995,"Jones Street at Bush","","1492 Pictures","Twentieth Century Fox Film Corp.","Chris Columbus","Chris Columbus","Hugh Grant","Julianne Moore","Robin Williams",-122.4137511,37.7895396
"When We Rise",2017,"United Nations Plaza","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4141004,37.7800778
"Foul Play",1978,"Octavia & Hayes Streets (Hayes Valley)","","Paramount Pictures","Paramount Pictures","Colin Higgins","Colin Higgins","Goldie Hawn","Chevy Chase","Burgess Meredith",-122.4271064,37.7879648
"Sense8",2015,"Vallejo Street Garage; 766 Vallejo St.","dialogue scene on top of a garage roof","Unpronounceable Productions, LLC","Netflix","The Wachowskis","The Wachowskis","Jamie Clayton","","",-122.4099113,37.798724
"Terminator - Genisys",2015,"Construction Site in front of 260 Stockton St. at Post St.","","T5 Productions LLC","Paramount Pictures","Alan Taylor","James Cameron","Arnold Schwarzenegger","Jason Clarke","",-122.406486,37.7883421
"Just One Night",2000,"Ferry Building","Every hour and half-hour, the clock bell atop the Ferry Building chimes portions of the Westminster Quarters.","Panoptic Pictures","First Look International","Alan Jacobs","Alan Jacobs","Timothy Hutton","Maria Grazia Cucinotta","",-122.3933208,37.7955703
"Etruscan Smile",2017,"Laguna Honda Hospital, 375 Laguna Honda Blvd.","","Po Valley Productions, LLC","TBD","Oded Binnun/ Michel Brezis","Sarah Bellwood, Michal Lali Kagan, Michael McGowan Amital Stern, Jose Luis Sampedro","Brian Cox","Roseanne Arquette","Thora Birch",-122.456924,37.7489202
"The Wedding Planner",2001,"The Music Concourse (Martin Luther King, Jr. Drive, Golden Gate Park)","Golden Gate Park is similar in shape but 20% larger than New York's Central Park.","Columbia Pictures","Sony Pictures Entertainment","Adam Shankman","Pamela Falk","Jennifer Lopez","Matthew McConaughey","",-122.4683398,37.7687727
"Bitter Melon",2018,"3139 16th St","","Bitter Melon Film LLC/Mammoth Pictures","ABS-CBN, Gravitas Ventures","H.P. Mendoza","H.P. Mendoza","Jon Norman Schneider","Patrick Epino","Brian Rivera",-122.4227528,37.764726
"Marnie",1964,"On Board the SS President Cleveland, docked at Pier 50","","Universal Pictures","Universal Pictures","Alfred Hitchcock","Jay Presson Allen","Tippi Hedren","Sean Connery","Martin Gabel",-122.3862029,37.7737438
"Chance- Season 1 ep110",2016,"San Francisco General Hospital","","TVM Productions","HULU","Alexandra Cunningham and Kem Nunn","Michael Lehmann","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4049965,37.7561161
"GirlBoss",2017,"Various Haight St. Vintage Shops","","Hippolyta Productions, LLC","Netflix","Jamie Babbit, Amanda Brotchie, Steven K. Tsuchida, Christian Ditter, John Riggi","Kay Cannon","Britt Robertson","Ellie Reed","Amanda Rea",-122.4488782,37.7696426
"Fearless",1993,"Varennes Alley between Filbert and Union","","Spring Creek Productions","Warner Bros. Pictures","Peter Weir","Rafael Yglesias","Jeff Bridges","Isabella Rosellini","Rosie Perez",-122.4068284,37.8007437
"Mona Lisa Smile",2003,"","","Revolution Studios","Columbia Pictures","Mike Newell","Lawrence Konner","Julia Roberts","Kirsten Dunst","",-122.4194155,37.7749295
"The Diary of a Teenage Girl",2015,"Higher Grounds Coffee House","","Diary the Movie, LLC","Sony Pictures Classics","Marielle Heller","Marielle Heller","Alexander Skarsgard","Kristen Wiig","Christopher Meloni",-122.4337293,37.7344121
"Chance- Season 1 ep103",2016,"San Francisco Art Institute, 800 Chestnut","","TVM Productions","HULU","Michael Lehmann","Kem Nunn","Hugh Laurie","Gretchen Mol","Ethan Suplee",-122.4172161,37.8038552
"Age of Adaline",2015,"Pier 50- end of the pier","","Lionsgate / Sidney Kimmel Entertainment / Lakeshore Entertainment","","Lee Toland Krieger","J. Mills Goodloe","Blake Lively","Harrison Ford","Ellen Burstyn",-122.409821,37.808673
"Bullitt",1968,"Larkin & Chestnut Streets (Russian Hill)","","Warner Brothers / Seven Arts
Seven Arts","Warner Brothers","Peter Yates","Alan R. Trustman","Steve McQueen","Jacqueline Bisset","Robert Vaughn",-88.3137211,42.0335396
"Getting Even with Dad",1994,"Transbay Terminal (Mission Street at 1st Street)","Built in 1939, the Terminal linked San Francisco, the East Bay, and Sacramento by rail for the first time.","Metro-Goldwyn-Mayer (MGM)","Metro-Goldwyn-Mayer (MGM)","Howard Deutch","Tom S. Parker","Macaulay Culkin","Ted Danson","",-122.3927158,37.78991
"Vertigo",1958,"California Palace of the Legion of Honor (34th Avenue & Clement, Lincoln Park)","Built in 1924, the Legion of Honor is a 3/4 replica of the Parisian Palais de la Legion d'Honneur.","Alfred J. Hitchcock Productions","Paramount Pictures","Alfred Hitchcock","Alec Coppel","James Stewart","Kim Novak","Barbara Bel Geddes",-122.5008419,37.7844661
"Copycat",1995,"Treasure Island","An artificial island, Treasure Island was created for the 1939 Golden Gate International Exposition, and is named after the novel by Robert Louis Stevenson, a one-time San Francisco resident.","Regency Enterprises","Warner Bros. Pictures","Jon Amiel","Ann Biderman","Sigourney Weaver","Holly Hunter","",-122.370648,37.8235515
"Basic Instinct",1992,"Steinhart Aquarium (California Academy of Sciences, Golden Gate Park)","The Steinhart Aquarium is home to over 38,000 animals, which represent more than 900 species.","Carolco Pictures","TriStar Pictures","Paul Verhoeven","Joe Eszterhas","Michael Douglas","Sharon Stone","George Dzundza",-122.4660947,37.7698646
"Knife Fight",2013,"California & Hyde Streets","","Divisadero Pictures & Knife Fight","Eagle Films","Bill Guttentag","Bill Guttentag & Chris Lehane","Rob Lowe","Julie Bowen","Jamie Chung",-119.4179324,36.778261
"The Towering Inferno",1974,"Fairmont Hotel (950 Mason Street, Nob Hill)","In 1945 the Fairmont hosted the United Nations Conference on International Organization as delegates arrived to draft a charter for the organization. The U.S. Secretary of State, Edward Stettinius drafted the charter in the hotel's Garden Room.","Irwin Allen Productions","Twentieth Century - Fox","John Guillermin","Stirling Silliphant","Steve McQueen","Paul Newman","William Holden",-122.4104443,37.7923897
"Heart and Souls",1993,"Conservatory of Flowers (Golden Gate Park)","The Conservatory, unveiled in 1879, is the oldest public conservatory in the Western Hemisphere.","Universal Pictures","Electric Parc","Tomas Gislason","Tomas Gislason","Jorgen Leth","","",-122.4586855,37.7722874
"Sense8",2015,"Palace of Fine Arts: 3306 Lyon St.","Filming of ""Dyke's on Bikes"" and ""Dyke March""","Unpronounceable Productions, LLC","Netflix","The Wachowskis","The Wachowskis","Jamie Clayton","","",-122.4486055,37.8020068
"Blue Jasmine",2013,"Taylor & Green St.","","Perdido Productions","Sony Pictures Classics","Woody Allen","Woody Allen","Cate Blanchett","Alec Baldwin","Peter Sarsgaard",-97.0722855,36.1228572
"Murder in the First, Season 3",2016,"Hall of Justice (850 Bryant Street)","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4040001,37.775146
"A View to a Kill",1985,"Embarcadero Freeway","Embarcadero Freeway, which was featured in the film, was demolished in 1989 because of structural damage from the 1989 Loma Prieta Earthquake)","Metro-Goldwyn Mayer","MGM/UA Entertainment Company","John Glen","Richard Maibaum","Roger Moore","Christopher Walken","Tanya Roberts",-122.2495915,37.7876159
"When We Rise",2017,"24th St. between Florida and Alabama","","Film 49 Productions","Amercian Broadcasting Company","Gus Van Sant","Dustin Lance Black","Guy Pierce","Mary-Louise Parker","Michael Kenneth Williams",-122.4121121,37.7678605
"Murder in the First, Season 2",2015,"Columbus Avenue between Washington and Bay Streets","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.4194155,37.7749295
"Birth of the Dragon",2016,"Lands End Trail at Eagles Point/ Lincoln Park Golf Course","The character of Steve McKee was based on actor Steve McQueen who studied with Bruce Lee in the later 60's.","BOTD U.S. Productions, Inc.","Kylin Pictures","George Nolfi","Christopher Wilkinson, Stephen J. Rivele","Philip Ng","Billy Magnussen","Yu Xia",-122.4948301,37.7867005
"The Bachelor",1999,"Roof of Cable Car (California at Front Street)","SF Cable Cars are the only moving National Historical Landmark.","George Street Pictures","New Line Cinema","Gary Sinyor","Steve Cohen","Chris O'Donnell","Renee Zellweger","",-122.4115091,37.7946418
"The Bachelor",1999,"Moose's Restaurant (1652 Stockton)","","George Street Pictures","New Line Cinema","Gary Sinyor","Steve Cohen","Chris O'Donnell","Renee Zellweger","",-122.409101,37.8010894
"The Rock",1996,"New Russian Hill Market (1198 Pacific Avenue at Jones)","","Hollywood Pictures","Buena Vista Pictures","Michael Bay","David Weisberg","Sean Connery","Nicolas Cage","",-122.4148973,37.7959824
"Murder in the First, Season 3",2016,"Pier 96","","Turner North Center Productions","Turner Network Television (TNT)","Steven Bochcho","Eric Lodal","Taye Diggs","Kathleen Robertson","Ian Anthony Dale",-122.3723858,37.7418606
"Tales of the City",2019,"Lyon and Broadway","","Universal Television LLC","Netflix","Alan Poul, Silas Howard, Stacie Passon","Armistead Maupin, Lauren Morelli, Hansol Jung, Marcus Gardley","Laura Linney","Ellen Page","Murray Bartlett",-122.4464653,37.7928064
"A View to a Kill",1985,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Metro-Goldwyn Mayer","MGM/UA Entertainment Company","John Glen","Richard Maibaum","Roger Moore","Christopher Walken","Tanya Roberts",-122.4192646,37.7792597
"A View to a Kill",1985,"City Hall","The dome of SF's City Hall is almost a foot taller than that of the US Capitol Building. In 1954, Joe DiMaggio and Marilyn Monroe married at the Beaux Arts-style building.","Metro-Goldwyn Mayer","MGM/UA Entertainment Company","John Glen","Richard Maibaum","Roger Moore","Christopher Walken","Tanya Roberts",-122.4192646,37.7792597
"Looking Season 2 ep 207",2015,"770 Haight Street","","Mission Street Productions, LLC","HBO","Andrew Haigh","Michael Lannan","Jonathan Groff","Frankie Alvarez","Murray Bartlett",-122.43489,37.771831
"San Andreas",2015,"Intersection of Lombard and Hyde","","Upside Down Productions, Inc.","Warner Bros.","Brad Peyton","Allan Loeb","Dwayne Johnson","","",-122.4196461,37.8020026
"High Anxiety",1977,"Fort Point (Presidio, Golden Gate National Recreation Area)","Built in 1853, Fort Point is the only West Coast fort built by the Union Army. Though the Confederate army planned to attack San Francisco, the commanding Confederate general learned that the war had ended while end route to SF.","Twentieth Century Fox Film Corporation","Twentieth Century Fox Film Corporation","Mel Brooks","Mel Brooks","Mel Brooks","Madeline Kahn","Cloris Leachman",-122.5295263,37.8480359
